,bug_id,commit,repo,filename,lineNumber,start time,end time
76147,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,black.py,1713,2018-03-29 21:10:00-07:00,2021-01-15 16:05:15-08:00
76148,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,black.py,1714,2018-03-29 21:10:00-07:00,2021-05-07 16:41:55+02:00
76149,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,black.py,1715,2018-03-29 21:10:00-07:00,2021-05-07 16:41:55+02:00
76150,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,black.py,1716,2018-03-29 21:10:00-07:00,2021-05-07 16:41:55+02:00
76151,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,black.py,1717,2018-03-29 21:10:00-07:00,2021-05-07 16:41:55+02:00
76152,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,black.py,1718,2018-03-29 21:10:00-07:00,2021-05-07 16:41:55+02:00
76153,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,black.py,1719,2018-03-29 21:10:00-07:00,2021-05-07 16:41:55+02:00
76154,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,black.py,1720,2018-03-29 21:10:00-07:00,2018-11-08 11:54:05+01:00
76155,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,black.py,1721,2018-03-29 21:10:00-07:00,2021-05-07 16:41:55+02:00
76156,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,black.py,1722,2018-03-29 21:10:00-07:00,2021-05-07 16:41:55+02:00
76157,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,black.py,1723,2018-03-29 21:10:00-07:00,2021-01-15 16:05:15-08:00
76158,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,black.py,1724,2018-03-29 21:10:00-07:00,2021-05-07 16:41:55+02:00
76159,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,black.py,1725,2018-03-29 21:10:00-07:00,2021-05-07 16:41:55+02:00
76160,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,black.py,1726,2018-03-29 21:10:00-07:00,2018-05-15 01:05:39-07:00
76161,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,black.py,1727,2018-03-29 21:10:00-07:00,2021-05-07 16:41:55+02:00
76162,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,black.py,1728,2018-03-29 21:10:00-07:00,2021-05-07 16:41:55+02:00
76163,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,black.py,1729,2018-03-29 21:10:00-07:00,2018-05-15 01:05:39-07:00
76164,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,black.py,1730,2018-03-29 21:10:00-07:00,2021-05-07 16:41:55+02:00
76165,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,black.py,1731,2018-03-29 21:10:00-07:00,2021-05-07 16:41:55+02:00
76166,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,black.py,1732,2018-03-29 21:10:00-07:00,2021-05-07 16:41:55+02:00
76230,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,1,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76231,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,2,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76232,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,3,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76233,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,4,2018-03-29 21:10:00-07:00,2018-03-31 01:02:05-07:00
76234,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,5,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76235,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,6,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76236,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,7,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76237,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,8,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76238,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,9,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76239,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,10,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76240,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,11,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76241,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,12,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76242,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,13,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76243,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,14,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76244,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,15,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76245,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,16,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76246,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,17,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76247,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,18,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76248,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,19,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76249,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,20,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76250,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,21,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76251,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,22,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76252,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,23,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76253,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,24,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76254,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,25,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76255,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,26,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76256,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,27,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76257,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,28,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76258,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,29,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76259,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,30,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76260,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,31,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76261,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,32,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76262,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,33,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76263,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,34,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76264,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,35,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76265,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,36,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76266,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,37,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76267,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/comments3.py,38,2018-03-29 21:10:00-07:00,2024-09-30 08:00:31-07:00
76268,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/test_black.py,153,2018-03-29 21:10:00-07:00,2020-10-27 13:59:43-07:00
76269,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/test_black.py,154,2018-03-29 21:10:00-07:00,2020-10-27 13:59:43-07:00
76270,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/test_black.py,155,2018-03-29 21:10:00-07:00,2018-03-31 01:02:05-07:00
76271,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/test_black.py,156,2018-03-29 21:10:00-07:00,2020-10-27 13:59:43-07:00
76272,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/test_black.py,157,2018-03-29 21:10:00-07:00,2020-10-27 13:59:43-07:00
76273,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/test_black.py,158,2018-03-29 21:10:00-07:00,2020-10-27 13:59:43-07:00
76274,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/test_black.py,159,2018-03-29 21:10:00-07:00,2019-02-06 08:07:31-08:00
76275,black-22,c55d08d0b96c8de8bd867ca315e380d9e9d2d7ec,black,tests/test_black.py,160,2018-03-29 21:10:00-07:00,2020-10-27 13:59:43-07:00
78364,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,black.py,2115,2019-01-05 11:20:12-08:00,2021-05-07 16:41:55+02:00
78365,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,black.py,2116,2019-01-05 11:20:12-08:00,2019-03-14 13:45:38+01:00
78366,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,black.py,2117,2019-01-05 11:20:12-08:00,2019-03-14 13:45:38+01:00
78367,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,black.py,2118,2019-01-05 11:20:12-08:00,2019-03-14 13:45:38+01:00
78368,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,black.py,2119,2019-01-05 11:20:12-08:00,2019-03-14 13:45:38+01:00
78369,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,black.py,2120,2019-01-05 11:20:12-08:00,2019-03-14 13:45:38+01:00
78370,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,black.py,2121,2019-01-05 11:20:12-08:00,2019-03-14 13:45:38+01:00
78371,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,black.py,2122,2019-01-05 11:20:12-08:00,2019-03-14 13:45:38+01:00
78372,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,black.py,2123,2019-01-05 11:20:12-08:00,2019-03-14 13:45:38+01:00
78373,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,black.py,2124,2019-01-05 11:20:12-08:00,2021-05-07 16:41:55+02:00
78374,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,black.py,2125,2019-01-05 11:20:12-08:00,2019-03-14 13:45:38+01:00
78375,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,black.py,2126,2019-01-05 11:20:12-08:00,2021-02-20 19:36:21+01:00
78376,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,black.py,2127,2019-01-05 11:20:12-08:00,2019-10-01 15:30:51-07:00
78377,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,black.py,2476,2019-01-05 11:20:12-08:00,2019-03-14 13:45:38+01:00
78378,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,black.py,2477,2019-01-05 11:20:12-08:00,2021-05-07 16:41:55+02:00
78379,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,black.py,2478,2019-01-05 11:20:12-08:00,2021-05-07 16:41:55+02:00
78380,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,black.py,2479,2019-01-05 11:20:12-08:00,2021-05-07 16:41:55+02:00
78381,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,black.py,2480,2019-01-05 11:20:12-08:00,2021-05-07 16:41:55+02:00
78382,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,black.py,2481,2019-01-05 11:20:12-08:00,2019-03-14 13:45:38+01:00
78383,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,black.py,2482,2019-01-05 11:20:12-08:00,2019-03-14 13:45:38+01:00
78384,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,black.py,2483,2019-01-05 11:20:12-08:00,2019-03-14 13:45:38+01:00
78385,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,black.py,2484,2019-01-05 11:20:12-08:00,2021-05-07 16:41:55+02:00
78386,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,black.py,2485,2019-01-05 11:20:12-08:00,2021-05-07 16:41:55+02:00
78387,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,black.py,2975,2019-01-05 11:20:12-08:00,2021-05-07 16:41:55+02:00
78390,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,1,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78391,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,2,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78392,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,3,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78393,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,4,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78394,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,5,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78395,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,6,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78396,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,7,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78397,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,8,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78398,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,9,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78399,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,10,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78400,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,11,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78401,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,12,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78402,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,13,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78403,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,14,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78404,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,15,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78405,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,16,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78406,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,17,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78407,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,18,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78408,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,19,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78409,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,20,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78410,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,21,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78411,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,22,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78412,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,23,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78413,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,24,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78414,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,25,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78415,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,26,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78416,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,27,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78417,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,28,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78418,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,29,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78419,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,30,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78420,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,31,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78421,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,32,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78422,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,33,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78423,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,34,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78424,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,35,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78425,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,36,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78426,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,37,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78427,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,38,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78428,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,39,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78429,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,40,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78430,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,41,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78431,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,42,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78432,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,43,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78433,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,44,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78434,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,45,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78435,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,46,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78436,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,47,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78437,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,48,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78438,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,49,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78439,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,50,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78440,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,51,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78441,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,52,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78442,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,53,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78443,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,54,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78444,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,55,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78445,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,56,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78446,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,57,2019-01-05 11:20:12-08:00,2019-05-08 09:53:20-04:00
78447,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,58,2019-01-05 11:20:12-08:00,2019-05-08 09:53:20-04:00
78448,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,59,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78449,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,60,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78450,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,61,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78451,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,62,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78452,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,63,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78453,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,64,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78454,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,65,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78455,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,66,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78456,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,67,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78457,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/data/comments6.py,68,2019-01-05 11:20:12-08:00,2024-09-30 08:00:31-07:00
78458,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/test_black.py,365,2019-01-05 11:20:12-08:00,2020-10-27 13:59:43-07:00
78459,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/test_black.py,366,2019-01-05 11:20:12-08:00,2020-10-27 13:59:43-07:00
78460,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/test_black.py,367,2019-01-05 11:20:12-08:00,2020-10-27 13:59:43-07:00
78461,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/test_black.py,368,2019-01-05 11:20:12-08:00,2020-10-27 13:59:43-07:00
78462,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/test_black.py,369,2019-01-05 11:20:12-08:00,2020-10-27 13:59:43-07:00
78463,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/test_black.py,370,2019-01-05 11:20:12-08:00,2020-10-27 13:59:43-07:00
78464,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/test_black.py,371,2019-01-05 11:20:12-08:00,2019-02-06 08:07:31-08:00
78465,black-11,024c9cab55da7bd3236fd88759c9735d6149b464,black,tests/test_black.py,372,2019-01-05 11:20:12-08:00,2020-10-27 13:59:43-07:00
78772,pandas-146,74cba561ece511e24abb5145225bf98a929ca6c9,pandas,pandas/_libs/lib.pyx,58,2019-09-20 08:38:22-04:00,2020-04-23 11:55:55-07:00
78773,pandas-146,74cba561ece511e24abb5145225bf98a929ca6c9,pandas,pandas/_libs/lib.pyx,527,2019-09-20 08:38:22-04:00,2024-10-02 21:38:49+02:00
78774,pandas-146,74cba561ece511e24abb5145225bf98a929ca6c9,pandas,pandas/_libs/lib.pyx,528,2019-09-20 08:38:22-04:00,2020-01-09 08:18:26-05:00
78775,pandas-146,74cba561ece511e24abb5145225bf98a929ca6c9,pandas,pandas/_libs/lib.pyx,529,2019-09-20 08:38:22-04:00,2020-01-09 08:18:26-05:00
78776,pandas-146,74cba561ece511e24abb5145225bf98a929ca6c9,pandas,pandas/_libs/lib.pyx,530,2019-09-20 08:38:22-04:00,2024-10-02 21:38:49+02:00
